mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_vectorization,param_vectorization__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.28289070129394533,0.020944692339897025,0.013554620742797851,0.004848897944197009,,CountVectorizer(),1000,"{'classifier__max_depth': None, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.8778386844166014,0.8935003915426781,0.8785266457680251,0.8989028213166145,0.8605015673981191,0.8818540220884076,0.013486446290153414,23,0.9780607247796278,0.976101860920666,0.9770857814336075,0.9770857814336075,0.9778691735213474,0.9772406644177712,0.0006946039983980132
0.2815821170806885,0.020630758138507052,0.01704268455505371,0.003844442733521679,,CountVectorizer(),1500,"{'classifier__max_depth': None, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.8786217697729053,0.8935003915426781,0.8738244514106583,0.8871473354231975,0.8644200626959248,0.8795028021690727,0.01014771217939322,24,0.9796278158667973,0.9778648383937316,0.9790442616529573,0.9800235017626322,0.9802193497845672,0.9793559534921371,0.0008468245439620747
0.3108669281005859,0.011973774015175404,0.018531084060668945,0.004822522582354481,,CountVectorizer(),2000,"{'classifier__max_depth': None, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.8888018794048551,0.9044635865309318,0.8847962382445141,0.9028213166144201,0.8824451410658307,0.8926656323721105,0.00920482523714936,22,0.980411361410382,0.9784524975514202,0.9800235017626322,0.9806110458284372,0.9810027418723071,0.9801002296850359,0.000882402707302672
0.34687161445617676,0.03650415648453808,0.018631744384765624,0.0023928378064061945,,CountVectorizer(),5000,"{'classifier__max_depth': None, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.8872357086922474,0.9052466718872357,0.890282131661442,0.8996865203761756,0.8824451410658307,0.8929792347365861,0.0083271517433079,21,0.9811949069539667,0.9794319294809011,0.981198589894242,0.981198589894242,0.981786133960047,0.9809620300366797,0.0007983116907985671
0.8263784408569336,0.07441132558610472,0.019429874420166016,0.005790484951190368,,TfidfVectorizer(),1000,"{'classifier__max_depth': None, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.8981989036805011,0.9091620986687549,0.8863636363636364,0.8996865203761756,0.8871473354231975,0.896111698902453,0.00851860601581829,20,0.9780607247796278,0.976101860920666,0.9770857814336075,0.9770857814336075,0.9778691735213474,0.9772406644177712,0.0006946039983980132
0.9076502799987793,0.09642573820451095,0.0167849063873291,0.003317657301168745,,TfidfVectorizer(),1500,"{'classifier__max_depth': None, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.8880187940485513,0.9185591229444009,0.8879310344827587,0.9075235109717869,0.8949843260188087,0.8994033576932612,0.011946803436819581,18,0.9796278158667973,0.9778648383937316,0.9790442616529573,0.9800235017626322,0.9802193497845672,0.9793559534921371,0.0008468245439620747
1.0179992198944092,0.05387435317273607,0.018364381790161134,0.00610998144878837,,TfidfVectorizer(),2000,"{'classifier__max_depth': None, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.894283476898982,0.9083790133124511,0.8942006269592476,0.9004702194357367,0.8832288401253918,0.8961124353463618,0.008275824349233595,19,0.980411361410382,0.9784524975514202,0.9800235017626322,0.9806110458284372,0.9810027418723071,0.9801002296850359,0.000882402707302672
1.3487765789031982,0.24801461633457905,0.018278169631958007,0.004844148012646276,,TfidfVectorizer(),5000,"{'classifier__max_depth': None, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.8966327329678935,0.9115113547376664,0.8934169278996865,0.9020376175548589,0.89576802507837,0.8998733316476951,0.006467888157963603,17,0.9811949069539667,0.9794319294809011,0.981198589894242,0.981198589894242,0.981786133960047,0.9809620300366797,0.0007983116907985671
0.0938833236694336,0.006751068689198797,0.011416482925415038,0.006881249950318297,5,CountVectorizer(),1000,"{'classifier__max_depth': 5, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.9052466718872357,0.9138606108065779,0.896551724137931,0.9122257053291536,0.9028213166144201,0.9061412057550637,0.006330724474317646,15,0.9118511263467189,0.9116552399608228,0.9150019584802194,0.9104974539757148,0.9120642381511946,0.9122140033829341,0.0014956979255079342
0.1026738166809082,0.006871697147435638,0.013616704940795898,0.005970186482775518,5,CountVectorizer(),1500,"{'classifier__max_depth': 5, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.9060297572435395,0.9138606108065779,0.896551724137931,0.9122257053291536,0.9028213166144201,0.9062978228263244,0.00631632721197375,13,0.9118511263467189,0.9116552399608228,0.9150019584802194,0.9104974539757148,0.9120642381511946,0.9122140033829341,0.0014956979255079342
0.10998706817626953,0.009061768256835792,0.023068904876708984,0.008833293125106285,5,CountVectorizer(),2000,"{'classifier__max_depth': 5, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.9060297572435395,0.9130775254502741,0.8981191222570533,0.9122257053291536,0.9036050156739812,0.9066114251908003,0.005564649835159349,10,0.9118511263467189,0.9116552399608228,0.9151978065021543,0.9104974539757148,0.9120642381511946,0.9122531729873211,0.0015689663834572065
0.12890005111694336,0.05819165761989096,0.021259212493896486,0.006043604142490488,5,CountVectorizer(),5000,"{'classifier__max_depth': 5, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.9060297572435395,0.9138606108065779,0.896551724137931,0.9122257053291536,0.9028213166144201,0.9062978228263244,0.00631632721197375,13,0.9118511263467189,0.9116552399608228,0.9151978065021543,0.9104974539757148,0.9120642381511946,0.9122531729873211,0.0015689663834572065
0.11534171104431153,0.010633941772865354,0.017000341415405275,0.0028899267829634247,5,TfidfVectorizer(),1000,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.9060297572435395,0.9115113547376664,0.8989028213166145,0.9130094043887147,0.9028213166144201,0.906454930860191,0.005271561994596416,12,0.9132223310479922,0.913026444662096,0.9157853505679593,0.9112808460634547,0.9112808460634547,0.9129191636809914,0.0016544857910668071
0.11668710708618164,0.00017730107241691683,0.018796348571777345,0.002731935713635776,5,TfidfVectorizer(),1500,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.9060297572435395,0.9115113547376664,0.8996865203761756,0.9137931034482759,0.9036050156739812,0.9069251502959277,0.00514635477645133,8,0.9132223310479922,0.913026444662096,0.9163728946337641,0.9110849980415198,0.9112808460634547,0.9129975028897654,0.0018999600104346568
0.12310681343078614,0.008400301108221079,0.017972660064697266,0.0017005645368195052,5,TfidfVectorizer(),2000,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.9075959279561472,0.9122944400939702,0.8989028213166145,0.9137931034482759,0.9028213166144201,0.9070815218858856,0.005612930587041634,6,0.9126346718903037,0.9132223310479922,0.9157853505679593,0.9103016059537798,0.9108891500195848,0.9125666218959239,0.0019359240001662887
0.1739884853363037,0.04942364007431398,0.021877050399780273,0.007658435729537669,5,TfidfVectorizer(),5000,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.9075959279561472,0.9122944400939702,0.9004702194357367,0.9130094043887147,0.9028213166144201,0.9072382616977978,0.004986276226119556,4,0.9126346718903037,0.9122428991185113,0.9157853505679593,0.9106933019976499,0.9108891500195848,0.9124490747188018,0.0018288681825361086
0.12158522605895997,0.02415624977197175,0.0198392391204834,0.00609583485276422,10,CountVectorizer(),1000,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.9083790133124511,0.9115113547376664,0.8981191222570533,0.9106583072100314,0.9059561128526645,0.9069247820739733,0.004807673285644739,9,0.9277179236043095,0.923996082272282,0.926361143752448,0.9242068155111633,0.927340383862123,0.9259244698004652,0.001554412302658063
0.13302040100097656,0.016164872243075976,0.020159578323364256,0.006177719637385969,10,CountVectorizer(),1500,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.9091620986687549,0.9130775254502741,0.9012539184952978,0.9114420062695925,0.9059561128526645,0.9081783323473168,0.00420730848364243,2,0.9277179236043095,0.923996082272282,0.926361143752448,0.9240109674892284,0.927340383862123,0.9258853001960782,0.0015990291793013707
0.2417011260986328,0.03883682651998866,0.028781414031982422,0.011936956567865233,10,CountVectorizer(),2000,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.9083790133124511,0.9130775254502741,0.8981191222570533,0.9106583072100314,0.9051724137931034,0.9070812764045826,0.00518455854469231,7,0.9281096963761019,0.9238001958863858,0.926361143752448,0.9242068155111633,0.927536231884058,0.9260028166820314,0.0017318118310980376
0.1681291103363037,0.025832003005932146,0.028862380981445314,0.006722193312378434,10,CountVectorizer(),5000,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.9091620986687549,0.9138606108065779,0.8981191222570533,0.9130094043887147,0.9020376175548589,0.9072377707351919,0.006181717347215271,5,0.9281096963761019,0.923996082272282,0.926361143752448,0.9244026635330983,0.927340383862123,0.9260419939592108,0.0016084915350734583
0.135243558883667,0.015242587490474092,0.021428632736206054,0.005855247912476911,10,TfidfVectorizer(),1000,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.9099451840250588,0.9107282693813625,0.8926332288401254,0.9161442006269592,0.9036050156739812,0.9066111797094975,0.008041947931566493,11,0.9285014691478942,0.9241919686581782,0.927340383862123,0.9298864081472777,0.9312573443008225,0.928235514823259,0.0024116035697550886
0.13749547004699708,0.011687328290464682,0.018753814697265624,0.006248332557367134,10,TfidfVectorizer(),1500,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.9146436961628818,0.9107282693813625,0.8981191222570533,0.9153605015673981,0.908307210031348,0.9094317598800087,0.006216680417233116,1,0.928305582761998,0.9241919686581782,0.9277320799059929,0.928123775949863,0.9306698002350177,0.92780464150221,0.0020793553697658856
0.16510696411132814,0.019176482865225608,0.015941858291625977,0.0019923028718672763,10,TfidfVectorizer(),2000,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.9060297572435395,0.9091620986687549,0.896551724137931,0.9130094043887147,0.9012539184952978,0.9052013805868476,0.005792024601963095,16,0.9288932419196866,0.923996082272282,0.927536231884058,0.9285154719937329,0.9300822561692127,0.9278046568477946,0.002071474188000577
0.17142982482910157,0.023121018354244696,0.025792932510375975,0.007303796799045662,10,TfidfVectorizer(),5000,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.9122944400939702,0.9091620986687549,0.9004702194357367,0.9114420062695925,0.9043887147335423,0.9075514958403194,0.0044804752630044084,3,0.9306562193927522,0.9238001958863858,0.927536231884058,0.9289071680376029,0.9300822561692127,0.9281964142740022,0.0024443726674973714
